first_seen_at_timestamp,first_seen_date,first_seen_weekday,first_seen_hour,category,location,lat,lon
2025-09-14T00:36:45,2025-09-14,7,0,Radweg - Schäden,In der Nähe von Naturschutzgebiet Unteres Feuerbachtal,48.847358585866,9.2134263692015
2025-09-14T00:36:45,2025-09-14,7,0,Sonstiges,In der Nähe von Behringstraße 5,48.721841223504,9.1056372434294
2025-09-14T00:36:45,2025-09-14,7,0,Straße - Verschmutzung,Forellenweg,48.843112361473,9.2157227559535
2025-09-14T00:36:45,2025-09-14,7,0,Wilder Müll,Bebelstraße,48.774885303779,9.148599724609
2025-09-14T00:36:45,2025-09-14,7,0,SSB Haltestelle,In der Nähe von Willy-Brandt-Straße 25/5,48.783151911307,9.1873634286624
2025-09-14T00:36:45,2025-09-14,7,0,Gehweg - Verschmutzung,In der Nähe von Franz-Wachter-Straße 24,48.782144597574,9.2246933434837
2025-09-14T00:36:45,2025-09-14,7,0,Radweg - Schäden,In der Nähe von Weidenbrunnen 145,48.847542520376,9.2157539699217
2025-09-14T00:36:45,2025-09-14,7,0,Straße - Schäden,Bockelstraße,48.746760596896,9.2322731317403
2025-09-14T00:36:45,2025-09-14,7,0,Verkehrszeichen,In der Nähe von Hauptstätter Straße 68,48.770166312294,9.1747963060934
2025-09-14T00:36:45,2025-09-14,7,0,Sonstiges,Filderhauptstraße,48.710803822288,9.2034934269997
2025-09-14T00:36:45,2025-09-14,7,0,Verkehrszeichen,Rubensstraße,48.746880103869,9.1687605753379
2025-09-14T00:36:45,2025-09-14,7,0,Kanaldeckel,Rosenbergstraße,48.779942705457,9.1608402584759
2025-09-14T00:36:45,2025-09-14,7,0,Gehweg - Schäden,Mendelssohnstraße,48.745852252351,9.2086271493873
2025-09-14T00:36:45,2025-09-14,7,0,SSB Haltestelle,In der Nähe von Büsnauer Straße 95/1,48.7387863,9.0920574
2025-09-14T00:36:45,2025-09-14,7,0,Wilder Müll,Probststraße,48.731613789245,9.1492356715668
2025-09-14T00:36:45,2025-09-14,7,0,Straße - Verschmutzung,Flohbergstraße,48.791861031903,9.2560765750082
2025-09-14T00:36:45,2025-09-14,7,0,Gefahrenstelle,Schwarzwaldstraße,48.740373809703,9.1202770443447
2025-09-14T00:36:45,2025-09-14,7,0,Verkehrszeichen,Heidestraße,48.810869014104,9.1744097764419
2025-09-14T00:36:45,2025-09-14,7,0,Kanaldeckel,In der Nähe von Böblinger Straße 181A,48.758872951019,9.1502097371151
2025-09-14T00:36:45,2025-09-14,7,0,Gefahrenstelle,Botnanger Straße,48.773899909817,9.1381051248604
2025-09-14T00:36:45,2025-09-14,7,0,Sonstiges,In der Nähe von Königstraße 9/1,48.778857872089,9.1786939102803
