first_seen_at_timestamp,first_seen_date,first_seen_weekday,first_seen_hour,category,location,lat,lon
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,In der Nähe von Rübezahlweg 44,48.720720720721,9.1492529360842
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,In der Nähe von Gunterstraße 21/1,48.805836368652,9.1761597251652
2025-02-24T00:33:43,2025-02-24,1,0,Gehweg - Verschmutzung,Amstetter Straße,48.755529802025,9.2585177299904
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,In der Nähe von Dorotheenstraße 2,48.776637875611,9.1782113121337
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,Daimlerstraße,48.80025573611,9.2205501811628
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,Engelboldstraße,48.740467579059,9.1331714075394
2025-02-24T00:33:43,2025-02-24,1,0,Radweg - Scherben,"In der Nähe von Langwiesen, Gew. 21",48.6970347,9.2037497
2025-02-24T00:33:43,2025-02-24,1,0,Gefahrenstelle,In der Nähe von Skulptur Der Mönch von Münster (Jagststraße / Schussengasse),48.819934686827,9.2244563058101
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,In der Nähe von Muggensturmer Straße 29,48.809259107775,9.1099492470725
2025-02-24T00:33:43,2025-02-24,1,0,Schlagloch,Grimmstraße,48.77103577479,9.1481003761915
2025-02-24T00:33:43,2025-02-24,1,0,Gehweg - Schäden,In der Nähe von Kochelseeweg 43/1,48.830372369369,9.2199666670456
2025-02-24T00:33:43,2025-02-24,1,0,Sonstiges,In der Nähe von Kochelseeweg 39,48.830782295301,9.2193888086771
2025-02-24T00:33:43,2025-02-24,1,0,Sonstiges,In der Nähe von Kapellenweg 93,48.831074269738,9.2206101720467
2025-02-24T00:33:43,2025-02-24,1,0,Gehweg - Schäden,In der Nähe von Nixenweg 16,48.832852269114,9.2202674948643
2025-02-24T00:33:43,2025-02-24,1,0,Sonstiges,Landhausstraße,48.7861417,9.1950362
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,In der Nähe von Spielfläche (Beim Fasanengarten/ Weilemer Pfad),48.817250370153,9.0899016994011
2025-02-24T00:33:43,2025-02-24,1,0,Gefahrenstelle,Unterländer Straße,48.831795062861,9.1728483635853
2025-02-24T00:33:43,2025-02-24,1,0,Sonstiges,Ortelsburger Straße,48.813173372904,9.2300190013561
2025-02-24T00:33:43,2025-02-24,1,0,Gefahrenstelle,"In der Nähe von Lange Weingärten, Gew. 1",48.744871012963,9.2399654003405
2025-02-24T00:33:43,2025-02-24,1,0,Wilder Müll,Weimarstraße,48.775760413336,9.166584328279
