2022-07-19T00:33:51,2022-07-19,2,0,Brunnen / Gewässer,Osterbronnstraße 74,48.719149407899,9.1163683928536
2022-07-19T00:33:51,2022-07-19,2,0,Gehweg - Schäden,Dachswaldweg 166a,48.748186793644,9.1240638577977
2022-07-19T00:33:51,2022-07-19,2,0,Wilder Müll,Duisburger Straße 33,48.808118914269,9.2118597416973
2022-07-19T01:48:27,2022-07-19,2,1,Sonstiges,Im Unteren Kienle 7,48.7653376,9.191424
2022-07-19T01:48:27,2022-07-19,2,1,Sonstiges,Gewerbestraße 14,48.720896070187,9.1228823872516
2022-07-19T03:01:44,2022-07-19,2,3,Sonstiges,In der Nähe von Wittwer (Königstraße 30),48.7781237745,9.1778184912362
2022-07-19T03:01:44,2022-07-19,2,3,Sonstiges,In der Nähe von Rotenwaldstraße 37,48.769999036484,9.1498895321125
2022-07-19T03:50:40,2022-07-19,2,3,Gehweg - Verschmutzung,Ludwigstrasse 87b,48.772059487165,9.1556306399192
2022-07-19T03:50:40,2022-07-19,2,3,Schlagloch,Urbanstraße 118,48.785745167305,9.1918431925266
2022-07-19T05:31:35,2022-07-19,2,5,Wilder Müll,In der Nähe von Haldenstraße 85,48.81214752479,9.2127808659751
2022-07-19T06:16:18,2022-07-19,2,6,Schlagloch,Am Eichenhain 33,48.743228126764,9.2029259584625
2022-07-19T06:16:18,2022-07-19,2,6,Gehweg - Schäden,In der Nähe von Bassins mit Sprudler am Biergarten (Mittlerer Schloßgarten),48.784310247795,9.1860074941948
2022-07-19T06:16:18,2022-07-19,2,6,Sonstiges,Sigmaringer Straße 121,48.733013239299,9.156475104256
2022-07-19T07:15:31,2022-07-19,2,7,Ampel,Kirchheimer Straße 32,48.746209656202,9.2101170657722
2022-07-19T07:15:31,2022-07-19,2,7,Wilder Müll,Siemensstrasse 26,48.77475149439,9.1785982658368
2022-07-19T07:15:31,2022-07-19,2,7,Kanaldeckel,In der Nähe von Handwerkstraße 9,48.720967718923,9.1296632537098
2022-07-19T07:15:31,2022-07-19,2,7,Schlagloch,In der Nähe von Dürnauer Weg 47,48.725366453414,9.203363739315
2022-07-19T08:16:13,2022-07-19,2,8,Gehweg - Verschmutzung,In der Nähe von Am Stadtpark 32,48.828737149747,9.1610169013593
